trial_id,n_images,img1,img1_role,img2,img2_role,img3,img3_role,img4,img4_role,between_image,thisN,thisTrialN,thisRepN,random_order,dataset_number,dataset_slug,dataset_label,stimulus_set,condition_id,condition_name,cohesion,transitivity,audio_probe,between_audio,between_audio_lock_sec,source_dataset_folder,PracticeLoop.thisRepN,PracticeLoop.thisTrialN,PracticeLoop.thisN,PracticeLoop.thisIndex,MainBlock1.thisRepN,MainBlock1.thisTrialN,MainBlock1.thisN,MainBlock1.thisIndex,MainBlock2.thisRepN,MainBlock2.thisTrialN,MainBlock2.thisN,MainBlock2.thisIndex,MainBlock3.thisRepN,MainBlock3.thisTrialN,MainBlock3.thisN,MainBlock3.thisIndex,thisRow.t,notes,piloting,Instructions.started,Instructions_keep_alive.started,Instructions.stopped,practice_trial_index,practice_between_image,PracticeTrial.started,PracticeTrial_keep_alive.started,practice_between_rt,practice_seg1_role,practice_seg1_audio,practice_seg2_role,practice_seg2_audio,practice_seg3_role,practice_seg3_audio,PracticeTrial.stopped,PracticeEnd.started,PracticeEnd_keep_alive.started,PracticeEnd.stopped,main_trial_index,MainTrial.started,MainTrial_keep_alive.started,between_rt,seg1_role,seg1_audio,seg2_role,seg2_audio,seg3_role,seg3_audio,MainTrial.stopped,seg4_role,seg4_audio,Break.started,Break_keep_alive.started,Break.stopped,EndExperiment.started,EndExperiment_keep_alive.started,EndExperiment.stopped,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
d025_set1_tr_ic,3,MainStimuli/025_yawn_lock_door/ic_1.png,ic_1,MainStimuli/025_yawn_lock_door/tr_target.png,tr_target,MainStimuli/025_yawn_lock_door/end_ic_tr.png,end_ic_tr,None,None,BetweenTrials/img_20260522_165652.jpg,0,0,0,1,25,025_yawn_lock_door,yawn_lock_door,1,tr_ic,transitive_incohesive,incohesive,transitive,0,None,0,/Users/matveikurzukov/Library/CloudStorage/GoogleDrive-apazent@gmail.com/.shortcut-targets-by-id/1exBA-7XrpLfZc6s8oGNYTbmjGsu5dT6p/Gurung stimuli/25_yawn_lock door,,,,,0,0,0,0,,,,,,,,,130.79545908399996,,,,,,,,,,,,,,,,,,,,,1,130.76515762500003,130.79545908399996,0.7816464170000472,ic_1,/Users/matveikurzukov/gurung/psychopy_gurung_v1/recordings/875233_main_imageset25_condition_tr_ic_pic01_ic_1.wav,tr_target,/Users/matveikurzukov/gurung/psychopy_gurung_v1/recordings/875233_main_imageset25_condition_tr_ic_pic02_tr_target.wav,end_ic_tr,/Users/matveikurzukov/gurung/psychopy_gurung_v1/recordings/875233_main_imageset25_condition_tr_ic_pic03_end_ic_tr.wav,133.04722945899994,,,,,,,,,875233,001,2026-06-06_21h40.45.140,gurung_120_v1,,2026.1.3,59.94989663403184,2026-06-06 21h40.45.659069 +0200,
d010_set1_it_coh,4,MainStimuli/010_run_cook_pancakes/coh_1.png,coh_1,MainStimuli/010_run_cook_pancakes/coh_2.png,coh_2,MainStimuli/010_run_cook_pancakes/it_target.png,it_target,MainStimuli/010_run_cook_pancakes/end_coh_it.png,end_coh_it,BetweenTrials/img-20250813-wa0011.jpg,1,1,0,2,10,010_run_cook_pancakes,run_cook_pancakes,1,it_coh,intransitive_cohesive,cohesive,intransitive,0,None,0,/Users/matveikurzukov/Library/CloudStorage/GoogleDrive-apazent@gmail.com/.shortcut-targets-by-id/1exBA-7XrpLfZc6s8oGNYTbmjGsu5dT6p/Gurung stimuli/10_run_cook pancakes,,,,,0,1,1,1,,,,,,,,,133.3287533749999,,,,,,,,,,,,,,,,,,,,,2,133.3076732919999,133.3287533749999,0.27220124999985273,coh_1,/Users/matveikurzukov/gurung/psychopy_gurung_v1/recordings/875233_main_imageset10_condition_it_coh_pic01_coh_1.wav,coh_2,/Users/matveikurzukov/gurung/psychopy_gurung_v1/recordings/875233_main_imageset10_condition_it_coh_pic02_coh_2.wav,it_target,/Users/matveikurzukov/gurung/psychopy_gurung_v1/recordings/875233_main_imageset10_condition_it_coh_pic03_it_target.wav,135.22989441699974,end_coh_it,/Users/matveikurzukov/gurung/psychopy_gurung_v1/recordings/875233_main_imageset10_condition_it_coh_pic04_end_coh_it.wav,,,,,,,875233,001,2026-06-06_21h40.45.140,gurung_120_v1,,2026.1.3,59.94989663403184,2026-06-06 21h40.45.659069 +0200,
d009_set1_tr_ic,3,MainStimuli/009_descend_harvest_rice/ic_1.png,ic_1,MainStimuli/009_descend_harvest_rice/tr_target.png,tr_target,MainStimuli/009_descend_harvest_rice/end_ic_tr.png,end_ic_tr,None,None,BetweenTrials/img_20260522_165652.jpg,2,2,0,3,9,009_descend_harvest_rice,descend_harvest_rice,1,tr_ic,transitive_incohesive,incohesive,transitive,0,None,0,/Users/matveikurzukov/Library/CloudStorage/GoogleDrive-apazent@gmail.com/.shortcut-targets-by-id/1exBA-7XrpLfZc6s8oGNYTbmjGsu5dT6p/Gurung stimuli/9_descend_harvest rice,,,,,0,2,2,2,,,,,,,,,135.4119889169997,,,,,,,,,,,,,,,,,,,,,3,135.3944624169999,135.4119889169997,0.25283191699963936,ic_1,/Users/matveikurzukov/gurung/psychopy_gurung_v1/recordings/875233_main_imageset09_condition_tr_ic_pic01_ic_1.wav,tr_target,/Users/matveikurzukov/gurung/psychopy_gurung_v1/recordings/875233_main_imageset09_condition_tr_ic_pic02_tr_target.wav,end_ic_tr,/Users/matveikurzukov/gurung/psychopy_gurung_v1/recordings/875233_main_imageset09_condition_tr_ic_pic03_end_ic_tr.wav,136.7797817089995,,,,,,,,,875233,001,2026-06-06_21h40.45.140,gurung_120_v1,,2026.1.3,59.94989663403184,2026-06-06 21h40.45.659069 +0200,
d021_set1_tr_ic,3,MainStimuli/021_cough_burn_bottles/ic_1.png,ic_1,MainStimuli/021_cough_burn_bottles/tr_target.png,tr_target,MainStimuli/021_cough_burn_bottles/end_ic_tr.png,end_ic_tr,None,None,BetweenTrials/img_20260522_165652.jpg,3,3,0,4,21,021_cough_burn_bottles,cough_burn_bottles,1,tr_ic,transitive_incohesive,incohesive,transitive,0,None,0,/Users/matveikurzukov/Library/CloudStorage/GoogleDrive-apazent@gmail.com/.shortcut-targets-by-id/1exBA-7XrpLfZc6s8oGNYTbmjGsu5dT6p/Gurung stimuli/21_cough_burn bottles,,,,,0,3,3,3,,,,,,,,,136.96200308399966,,,,,,,,,,,,,,,,,,,,,4,136.93697466699996,136.96200308399966,0.308847042000707,ic_1,/Users/matveikurzukov/gurung/psychopy_gurung_v1/recordings/875233_main_imageset21_condition_tr_ic_pic01_ic_1.wav,tr_target,/Users/matveikurzukov/gurung/psychopy_gurung_v1/recordings/875233_main_imageset21_condition_tr_ic_pic02_tr_target.wav,end_ic_tr,/Users/matveikurzukov/gurung/psychopy_gurung_v1/recordings/875233_main_imageset21_condition_tr_ic_pic03_end_ic_tr.wav,138.3967300839995,,,,,,,,,875233,001,2026-06-06_21h40.45.140,gurung_120_v1,,2026.1.3,59.94989663403184,2026-06-06 21h40.45.659069 +0200,
d007_set1_it_ic,3,MainStimuli/007_sit_make_fire/ic_1.png,ic_1,MainStimuli/007_sit_make_fire/it_target.png,it_target,MainStimuli/007_sit_make_fire/end_ic_it.png,end_ic_it,None,None,BetweenTrials/1752221806065.jpg,4,4,0,5,7,007_sit_make_fire,sit_make_fire,1,it_ic,intransitive_incohesive,incohesive,intransitive,0,None,0,/Users/matveikurzukov/Library/CloudStorage/GoogleDrive-apazent@gmail.com/.shortcut-targets-by-id/1exBA-7XrpLfZc6s8oGNYTbmjGsu5dT6p/Gurung stimuli/7_sit_make fire,,,,,0,4,4,4,,,,,,,,,138.57851195900002,,,,,,,,,,,,,,,,,,,,,5,138.55267941700004,138.57851195900002,0.2931710419998126,ic_1,/Users/matveikurzukov/gurung/psychopy_gurung_v1/recordings/875233_main_imageset07_condition_it_ic_pic01_ic_1.wav,it_target,/Users/matveikurzukov/gurung/psychopy_gurung_v1/recordings/875233_main_imageset07_condition_it_ic_pic02_it_target.wav,end_ic_it,/Users/matveikurzukov/gurung/psychopy_gurung_v1/recordings/875233_main_imageset07_condition_it_ic_pic03_end_ic_it.wav,140.12953033399936,,,,,,,,,875233,001,2026-06-06_21h40.45.140,gurung_120_v1,,2026.1.3,59.94989663403184,2026-06-06 21h40.45.659069 +0200,
d024_set1_it_ic,3,MainStimuli/024_descend_paint_bench/ic_1.png,ic_1,MainStimuli/024_descend_paint_bench/it_target.png,it_target,MainStimuli/024_descend_paint_bench/end_ic_it.png,end_ic_it,None,None,BetweenTrials/1752221802086.jpg,5,5,0,6,24,024_descend_paint_bench,descend_paint_bench,1,it_ic,intransitive_incohesive,incohesive,intransitive,0,None,0,/Users/matveikurzukov/Library/CloudStorage/GoogleDrive-apazent@gmail.com/.shortcut-targets-by-id/1exBA-7XrpLfZc6s8oGNYTbmjGsu5dT6p/Gurung stimuli/24_descend_paint bench,,,,,0,5,5,5,,,,,,,,,140.31148320899956,,,,,,,,,,,,,,,,,,,,,6,140.2818725419993,140.31148320899956,0.6860708750000413,ic_1,/Users/matveikurzukov/gurung/psychopy_gurung_v1/recordings/875233_main_imageset24_condition_it_ic_pic01_ic_1.wav,it_target,/Users/matveikurzukov/gurung/psychopy_gurung_v1/recordings/875233_main_imageset24_condition_it_ic_pic02_it_target.wav,end_ic_it,/Users/matveikurzukov/gurung/psychopy_gurung_v1/recordings/875233_main_imageset24_condition_it_ic_pic03_end_ic_it.wav,143.72992570899987,,,,,,,,,875233,001,2026-06-06_21h40.45.140,gurung_120_v1,,2026.1.3,59.94989663403184,2026-06-06 21h40.45.659069 +0200,
d029_set1_tr_coh,3,MainStimuli/029_sit_cut_potato/coh_1.png,coh_1,MainStimuli/029_sit_cut_potato/coh_2.png,coh_2,MainStimuli/029_sit_cut_potato/tr_target.png,tr_target,None,None,BetweenTrials/img_20260522_165652.jpg,6,6,0,7,29,029_sit_cut_potato,sit_cut_potato,1,tr_coh,transitive_cohesive,cohesive,transitive,0,None,0,/Users/matveikurzukov/Library/CloudStorage/GoogleDrive-apazent@gmail.com/.shortcut-targets-by-id/1exBA-7XrpLfZc6s8oGNYTbmjGsu5dT6p/Gurung stimuli/29_sit_cut potato,,,,,0,6,6,6,,,,,,,,,143.96172937499978,,,,,,,,,,,,,,,,,,,,,7,143.93721533400003,143.96172937499978,0.5143750000006548,coh_1,/Users/matveikurzukov/gurung/psychopy_gurung_v1/recordings/875233_main_imageset29_condition_tr_coh_pic01_coh_1.wav,coh_2,/Users/matveikurzukov/gurung/psychopy_gurung_v1/recordings/875233_main_imageset29_condition_tr_coh_pic02_coh_2.wav,tr_target,/Users/matveikurzukov/gurung/psychopy_gurung_v1/recordings/875233_main_imageset29_condition_tr_coh_pic03_tr_target.wav,146.14683029199932,,,,,,,,,875233,001,2026-06-06_21h40.45.140,gurung_120_v1,,2026.1.3,59.94989663403184,2026-06-06 21h40.45.659069 +0200,
d027_set1_it_coh,4,MainStimuli/027_jump_pull_blanket/coh_1.png,coh_1,MainStimuli/027_jump_pull_blanket/coh_2.png,coh_2,MainStimuli/027_jump_pull_blanket/it_target.png,it_target,MainStimuli/027_jump_pull_blanket/end_coh_it.png,end_coh_it,BetweenTrials/1752221802086.jpg,7,7,0,8,27,027_jump_pull_blanket,jump_pull_blanket,1,it_coh,intransitive_cohesive,cohesive,intransitive,0,None,0,/Users/matveikurzukov/Library/CloudStorage/GoogleDrive-apazent@gmail.com/.shortcut-targets-by-id/1exBA-7XrpLfZc6s8oGNYTbmjGsu5dT6p/Gurung stimuli/27_jump_pull blanket,,,,,0,7,7,7,,,,,,,,,146.39491570899918,,,,,,,,,,,,,,,,,,,,,8,146.3758310839994,146.39491570899918,0.3030171660002452,coh_1,/Users/matveikurzukov/gurung/psychopy_gurung_v1/recordings/875233_main_imageset27_condition_it_coh_pic01_coh_1.wav,coh_2,/Users/matveikurzukov/gurung/psychopy_gurung_v1/recordings/875233_main_imageset27_condition_it_coh_pic02_coh_2.wav,it_target,/Users/matveikurzukov/gurung/psychopy_gurung_v1/recordings/875233_main_imageset27_condition_it_coh_pic03_it_target.wav,148.31323266699928,end_coh_it,/Users/matveikurzukov/gurung/psychopy_gurung_v1/recordings/875233_main_imageset27_condition_it_coh_pic04_end_coh_it.wav,,,,,,,875233,001,2026-06-06_21h40.45.140,gurung_120_v1,,2026.1.3,59.94989663403184,2026-06-06 21h40.45.659069 +0200,
d002_set1_it_coh,4,MainStimuli/002_stand_weave_basket/coh_1.png,coh_1,MainStimuli/002_stand_weave_basket/coh_2.png,coh_2,MainStimuli/002_stand_weave_basket/it_target.png,it_target,MainStimuli/002_stand_weave_basket/end_coh_it.png,end_coh_it,BetweenTrials/img-20250813-wa0011.jpg,8,8,0,9,2,002_stand_weave_basket,stand_weave_basket,1,it_coh,intransitive_cohesive,cohesive,intransitive,0,None,0,/Users/matveikurzukov/Library/CloudStorage/GoogleDrive-apazent@gmail.com/.shortcut-targets-by-id/1exBA-7XrpLfZc6s8oGNYTbmjGsu5dT6p/Gurung stimuli/2_stand_weave basket,,,,,0,8,8,8,,,,,,,,,148.54437416699966,,,,,,,,,,,,,,,,,,,,,9,148.5242809169995,148.54437416699966,0.3042870839999523,coh_1,/Users/matveikurzukov/gurung/psychopy_gurung_v1/recordings/875233_main_imageset02_condition_it_coh_pic01_coh_1.wav,coh_2,/Users/matveikurzukov/gurung/psychopy_gurung_v1/recordings/875233_main_imageset02_condition_it_coh_pic02_coh_2.wav,it_target,/Users/matveikurzukov/gurung/psychopy_gurung_v1/recordings/875233_main_imageset02_condition_it_coh_pic03_it_target.wav,150.54570624999997,end_coh_it,/Users/matveikurzukov/gurung/psychopy_gurung_v1/recordings/875233_main_imageset02_condition_it_coh_pic04_end_coh_it.wav,,,,,,,875233,001,2026-06-06_21h40.45.140,gurung_120_v1,,2026.1.3,59.94989663403184,2026-06-06 21h40.45.659069 +0200,
d012_set1_tr_coh,3,MainStimuli/012_come_eat_rice/coh_1.png,coh_1,MainStimuli/012_come_eat_rice/coh_2.png,coh_2,MainStimuli/012_come_eat_rice/tr_target.png,tr_target,None,None,BetweenTrials/img-20250813-wa0011.jpg,9,9,0,10,12,012_come_eat_rice,come_eat_rice,1,tr_coh,transitive_cohesive,cohesive,transitive,0,None,0,/Users/matveikurzukov/Library/CloudStorage/GoogleDrive-apazent@gmail.com/.shortcut-targets-by-id/1exBA-7XrpLfZc6s8oGNYTbmjGsu5dT6p/Gurung stimuli/12_come_eat rice,,,,,0,9,9,9,,,,,,,,,150.72761020899998,,,,,,,,,,,,,,,,,,,,,10,150.71050520899917,150.72761020899998,0.30211645899998985,coh_1,/Users/matveikurzukov/gurung/psychopy_gurung_v1/recordings/875233_main_imageset12_condition_tr_coh_pic01_coh_1.wav,coh_2,/Users/matveikurzukov/gurung/psychopy_gurung_v1/recordings/875233_main_imageset12_condition_tr_coh_pic02_coh_2.wav,tr_target,/Users/matveikurzukov/gurung/psychopy_gurung_v1/recordings/875233_main_imageset12_condition_tr_coh_pic03_tr_target.wav,152.22910924999996,,,,,,,,,875233,001,2026-06-06_21h40.45.140,gurung_120_v1,,2026.1.3,59.94989663403184,2026-06-06 21h40.45.659069 +0200,
d006_set1_it_ic,3,MainStimuli/006_sleep_pluck_tomatoes/ic_1.png,ic_1,MainStimuli/006_sleep_pluck_tomatoes/it_target.png,it_target,MainStimuli/006_sleep_pluck_tomatoes/end_ic_it.png,end_ic_it,None,None,BetweenTrials/img_20260522_165652.jpg,10,10,0,11,6,006_sleep_pluck_tomatoes,sleep_pluck_tomatoes,1,it_ic,intransitive_incohesive,incohesive,intransitive,1,Audio/tsakyali.wav,10,/Users/matveikurzukov/Library/CloudStorage/GoogleDrive-apazent@gmail.com/.shortcut-targets-by-id/1exBA-7XrpLfZc6s8oGNYTbmjGsu5dT6p/Gurung stimuli/6_sleep_pluck tomatoes,,,,,0,10,10,10,,,,,,,,,152.46159029199953,,,,,,,,,,,,,,,,,,,,,11,152.4461826249999,152.46159029199953,10.548195832999227,ic_1,/Users/matveikurzukov/gurung/psychopy_gurung_v1/recordings/875233_main_imageset06_condition_it_ic_pic01_ic_1.wav,it_target,/Users/matveikurzukov/gurung/psychopy_gurung_v1/recordings/875233_main_imageset06_condition_it_ic_pic02_it_target.wav,end_ic_it,/Users/matveikurzukov/gurung/psychopy_gurung_v1/recordings/875233_main_imageset06_condition_it_ic_pic03_end_ic_it.wav,165.32799445899946,,,,,,,,,875233,001,2026-06-06_21h40.45.140,gurung_120_v1,,2026.1.3,59.94989663403184,2026-06-06 21h40.45.659069 +0200,
d024_set1_tr_coh,3,MainStimuli/024_descend_paint_bench/coh_1.png,coh_1,MainStimuli/024_descend_paint_bench/coh_2.png,coh_2,MainStimuli/024_descend_paint_bench/tr_target.png,tr_target,None,None,BetweenTrials/1752221802086.jpg,11,11,0,12,24,024_descend_paint_bench,descend_paint_bench,1,tr_coh,transitive_cohesive,cohesive,transitive,0,None,0,/Users/matveikurzukov/Library/CloudStorage/GoogleDrive-apazent@gmail.com/.shortcut-targets-by-id/1exBA-7XrpLfZc6s8oGNYTbmjGsu5dT6p/Gurung stimuli/24_descend_paint bench,,,,,0,11,11,11,,,,,,,,,165.51024479199987,,,,,,,,,,,,,,,,,,,,,12,165.48993804199927,165.51024479199987,0.22161695799968584,coh_1,/Users/matveikurzukov/gurung/psychopy_gurung_v1/recordings/875233_main_imageset24_condition_tr_coh_pic01_coh_1.wav,coh_2,/Users/matveikurzukov/gurung/psychopy_gurung_v1/recordings/875233_main_imageset24_condition_tr_coh_pic02_coh_2.wav,tr_target,/Users/matveikurzukov/gurung/psychopy_gurung_v1/recordings/875233_main_imageset24_condition_tr_coh_pic03_tr_target.wav,167.3444940419995,,,,,,,,,875233,001,2026-06-06_21h40.45.140,gurung_120_v1,,2026.1.3,59.94989663403184,2026-06-06 21h40.45.659069 +0200,
